Species1	Species2	Distance
DESAS	NASVI	1.24866
METLZ	LODEL	1.27975
AILME	YEAST	1.07900
LOALO	PENCH	1.12199
GIAIC	CHICK	1.25121
IGNH4	SULNB	1.29581
EMIHU	CYAME	0.96603
CHLRE	MAIZE	0.84056
LACBI	MYOLU	1.04171
SORC5	SETIT	1.20879
HAEI1	CRYPA	1.14979
DEIPM	FELCA	1.16337
SYNP6	MARHT	1.00882
METBF	ORNAN	1.27087
PUCGT	CAVPO	1.03422
CAMC5	NAEGR	1.22016
KORCO	MUSPF	1.27583
METJA	POPTR	1.16510
PLAF7	BATDE	1.16574
AEDAE	TRICA	0.74916
NASVI	POPTR	1.21531
CROS5	CRYPA	1.21715
AEDAE	KLULA	1.17865
CARRP	TUBMM	1.17595
COPPD	AEDAE	1.19165
SCHCO	ARATH	1.27289
AGRFC	VITVI	1.17857
METCA	PICST	1.16605
CANLF	TRICA	0.82912
COXBR	SOYBN	1.15040
METKA	TRIAD	1.23785
NATPD	MACMU	1.26895
EHRCJ	MARMM	0.95403
CHLP6	METS5	1.36363
DECAR	DICDI	1.18074
PYRHO	PLAF7	1.21554
PROMA	BATDE	1.12284
NITMS	IXOSC	1.25538
ZYMMO	TREME	1.19932
DASNO	BRADI	1.15096
EHRCJ	ASPFU	1.14183
DECAR	NOSCE	1.38150
MONDO	PIGXX	0.29972
DEIPM	NECHA	1.22982
PSEP1	RHIOR	1.16034
SPIPN	IXOSC	1.00613
PUCGT	DASNO	1.03404
GIBZA	CYAME	1.06242
CHLT9	METS5	1.30578
GORGO	TAKRU	0.48776
HALVD	CANAW	1.32709
ASPFU	PICST	0.90675
XENTR	MAIZE	1.22666
CAVPO	PROCA	0.17883
AERPE	AGRFC	1.27774
METBF	SCHCO	1.25249
AILME	GORGO	0.13077
ATETH	MARM1	1.12728
TRIAD	ARATH	1.15864
PENCH	VERDA	0.70985
TRIV2	ASHGO	1.17758
CAUVC	BORPD	1.04908
ECOLI	TRICA	1.27969
APIME	KLULA	1.13808
PLAF7	MACMU	1.13057
PHACH	SORBI	1.28065
METCA	NECHA	1.16802
EMIHU	NEUCR	1.09271
TOXGO	CAEEL	1.09521
BDEBA	VERDA	1.21961
LEPMJ	MOUSE	1.15745
BATDE	NEMVE	0.95945
NEIG1	CANAW	1.14300
COPCI	OCHPR	1.09779
CAVPO	SCHPO	1.06407
AILME	CAEEL	0.97845
CAMC5	DICDI	1.18900
HETAN	ECHTE	1.04614
CALMQ	CENSY	1.13389
ECHTE	MONBE	0.93552
GEOSL	SETIT	1.09776
DESVV	SCHPO	1.21106
DEIPM	CAVPO	1.18332
PYRNV	PHACH	1.22091
ORNAN	MANES	1.04515
TRIV2	DASNO	1.22116
OSTLU	RATNO	1.03571
CHLP6	CARRP	1.27070
IGNH4	MEDTR	1.18014
HALVD	MICAN	1.22159
METS5	SELML	1.28652
BRAFL	MICMU	0.76583
DESVV	SORBI	1.14197
METFK	KLULA	1.14632
GLOVI	SYNAS	1.07652
AERHH	SORBI	1.17792
ATETH	POPTR	0.93562
CAVPO	SELML	1.14919
CARRP	CRYNJ	1.15091
THEEB	OTOGA	1.15379
TRIAD	MEDTR	1.18132
SCHCO	PTEVA	1.07596
CIOIN	HELRO	0.85146
CULQU	KLULA	1.14025
NITOC	PTEVA	1.11142
PYRNV	PSEP1	1.28349
CONWI	PENCH	1.33865
CAPO3	DASNO	0.96271
NITEU	VERDA	1.16154
CIOSA	ASHGO	1.09573
AERPE	CHICK	1.22409
NITMS	NITSB	1.22576
BORPD	CAEEL	1.29128
COPPD	GIAIC	1.22835
IXOSC	TARSY	0.81583
NANEQ	STRPU	1.22393
SCHMA	MAIZE	0.98248
EMIHU	CANAW	1.13411
LATCH	ENCCU	1.11209
IXOSC	RATNO	0.79253
GLOVI	MARM1	1.18909
TRIEI	MARHT	1.05678
CARRP	TARSY	1.14886
GIAIC	PHYBL	1.16322
DICNV	LATCH	1.23371
NOSA0	VITVI	0.98455
METFK	PUCGT	1.10666
THEPD	GORGO	1.24416
AMPQE	SCHPO	1.06709
THEKO	SORBI	1.21361
SACS2	BORPD	1.41620
LEPOC	ENCCU	1.11950
MACMU	VERDA	1.07888
CIOIN	VERDA	1.14950
ECOLI	CALJA	1.22465
NAEGR	DEBHA	1.12189
TRYB2	YEAST	1.19161
CAUVC	SYNP6	1.06464
RATNO	POPTR	1.19313
PONAB	BRADI	1.11363
MARMM	TARSY	1.15159
THEAC	LOALO	1.33504
CENSY	PONAB	1.25319
METBU	MAGGR	1.21792
SORC5	SARHA	1.27091
ARCFU	MICMU	1.23965
COXBR	POSPM	1.23179
POSPM	SORBI	1.35846
PSEP1	CRYPV	1.29840
GADMO	PRUPE	1.13903
PROMA	XENTR	1.18548
CULQU	CYAME	1.04400
GIAIC	ENCCU	1.18029
SYNJA	BATDE	1.13977
ACYPI	RATNO	0.85576
GORGO	SETIT	1.16449
ORYLA	SETIT	1.20000
LACBI	PELSI	1.07532
HAEI1	DANRE	1.21665
METBU	FELCA	1.26434
TRYB2	MAIZE	1.17031
TRIV2	HUMAN	1.22869
DESVV	CIOSA	1.31469
AERHH	BOVIN	1.24177
ASHGO	YEAST	0.64784
MARHT	CHOHO	1.11898
MARM1	YARLI	1.20119
CENSY	CARRP	1.42293
MICAN	TETNG	1.22348
LATCH	HUMAN	0.43064
RABIT	TRICA	0.84535
MACMU	PTEVA	0.13273
METKA	MONBE	1.22658
NOMLE	GIBZA	1.14485
NOMLE	YARLI	1.09282
SCHCO	PANTR	1.08271
HUMAN	NOMLE	0.03358
PSEP1	LODEL	1.25002
ACAM1	VITVI	1.08429
PYRNV	CONWI	1.24201
METBU	CYAME	1.16223
TREME	AEDAE	1.12879
MONDO	SORBI	1.22205
CRYNJ	ASHGO	0.95337
CHICK	MAIZE	1.12181
TRYB2	TAEGU	1.22929
CHLT9	ANOCA	1.20339
THEPD	LEPMJ	1.26004
LEPOC	NEMVE	0.83355
CLAM3	TAEGU	1.28488
CLAM3	DROME	1.28001
CIOSA	ASPFU	1.16202
GLOVI	PRUPE	1.09487
SACS2	CHICK	1.31289
EHRCJ	PRIPA	1.17459
POSPM	LEPOC	1.22399
ARCFU	CANAW	1.24939
HALVD	METS5	1.19130
IXOSC	LEPOC	0.80568
GEOSL	CRYPV	1.24924
MACEU	ASHGO	1.01302
FELCA	TAEGU	0.29409
LEPMJ	MUSPF	1.12884
CENSY	TRIEI	1.34597
NITOC	LEPOC	1.15170
DICNV	BATDE	1.17212
METFK	DEBHA	1.13957
GLOVI	SULNB	1.18913
METBU	PRUPE	1.18905
DEIPM	DICPU	1.20922
GLOVI	DICNV	1.08816
CLAM3	TRIV2	1.18657
GIBZA	DEBHA	0.94056
TRIEI	CYAME	0.91384
PHYBL	ORYSJ	1.14842
PYRNV	LEPMJ	1.21674
NASVI	PANTR	0.84411
CONWI	LEPMJ	1.28428
NAEGR	MACMU	1.08548
ZYMMO	CIOSA	1.27342
THEPD	MONBE	1.24661
BRARP	POSPM	1.31913
LEIMA	SORBI	1.14728
CENSY	DAPPU	1.28717
CAMC5	BRAFL	1.23907
THEPD	OCHPR	1.23380
COPCI	LEIMA	1.20453
ACAM1	LEPMJ	1.22630
PUCGT	GIAIC	1.21294
AGRFC	SORAR	1.16838
SACS2	METS5	0.60157
CAEEL	SCHMA	0.98546
GUITH	CHOHO	1.02856
DESAS	NEMVE	1.21014
METJA	NITEU	1.27978
METJA	GUITH	1.23981
PYRNV	ENCCU	1.26030
ANOGA	LOTGI	0.84891
PSEP1	NECHA	1.27317
MACMU	TETNG	0.48091
ANOGA	YEAST	1.20060
THEPD	NEIG1	1.33701
THEPD	CAUVC	1.33807
NITMS	RHIOR	1.21116
SYNAS	GIAIC	1.31246
PYRHO	PONAB	1.26530
NITMS	SOYBN	1.23099
OTOGA	ASPFU	1.12058
ANOCA	CHOHO	0.33222
DROME	KLULA	1.11717
MARMM	NEIG1	1.01249
FELCA	MYOLU	0.14842
SYNAS	NASVI	1.25730
NOSP7	POSPM	1.33253
NITOC	TUPBE	1.06127
LEPMJ	BRADI	1.25049
GASAC	NASVI	0.85698
GEOSL	PSEP1	1.04199
RUTMC	CRYPV	1.14124
AZOPC	OSTLU	1.10458
SACS2	CAVPO	1.34165
CONWI	MARMM	1.15970
DEBHA	LODEL	0.60483
AZOPC	OTOGA	1.19028
METTH	METS5	1.08475
LOALO	ASPFU	1.09656
CAUVC	PEDHC	1.24977
METS5	HETAN	1.31954
NITGG	RHIOR	1.20033
NOSP7	BOMMO	1.27724
TRIEI	TOXGO	1.30730
PROCA	PRUPE	1.11332
BORPD	PELSI	1.22386
SYNJA	SCHCO	1.12719
ARCFU	CIOIN	1.29631
SULNB	OCHPR	1.23397
CAUVC	TUBMM	1.18841
NANEQ	MICAN	1.37895
BORPD	CHLT9	1.16175
IXOSC	MONDO	0.82347
PYRHO	HORSE	1.26320
METBU	DANRE	1.24922
HAEI1	MYOLU	1.18019
ANOCA	LODEL	1.09180
DIPOR	MYOLU	0.18130
PEDHC	ICTTR	0.84490
HAEI1	NECHA	1.18613
KORCO	CLOTE	1.32125
CAPTE	CHOHO	0.78777
NATPD	MUSPF	1.28582
SACS2	DAPPU	1.35698
MARM1	SELML	1.16745
MARM1	MONDO	1.23933
NITMS	COCLU	1.27330
ANOGA	APIME	0.70177
PEDHC	TRICA	0.65566
BRARP	PICST	1.18946
SPIPN	TRICA	1.07046
GLOVI	CAMC5	1.19220
CHLP6	CIOIN	1.25900
CYAME	PHYIT	0.98073
CLAM3	SELML	1.18998
CAPO3	MACMU	0.93559
MICAN	TUBMM	1.15105
SACS2	LEPMJ	1.36771
ORYSJ	SETIT	0.28179
ANOGA	SCHMA	0.92837
GEOSL	SARHA	1.20181
DESAS	YEAST	1.18634
MARMM	GUITH	1.11227
COPPD	GORGO	1.15353
CANLF	SORBI	1.14543
DASNO	RABIT	0.21525
SACS2	RHIOR	1.31763
ACYPI	MOUSE	0.86238
METKA	TUPBE	1.16772
ECOLI	CRYPV	1.26460
CANLF	HUMAN	0.12891
NEIG1	SELML	1.08644
DIPOR	PROCA	0.19104
METBU	MONDO	1.25930
ATETH	DESVV	1.08629
CARRP	EMIHU	1.18961
METS5	CARRP	1.59172
CHOHO	TRIAD	0.86285
TRIAD	BRADI	1.14952
SARHA	YARLI	1.09571
THEKO	LATCH	1.25754
METBU	ACYPI	1.29894
RHIOR	ASPFU	0.83642
THEAC	HAEI1	1.38895
DICPU	COPCI	1.17755
METJA	OCHPR	1.28728
CAVPO	CANAW	1.11085
DESAS	LACBI	1.17574
EHRCJ	PIGXX	1.14065
GORGO	PROCA	0.15519
PYRHO	FELCA	1.25427
SCHCO	LEIMA	1.14789
SYNJA	PENCH	1.12894
CHLT9	COCLU	1.18261
DIPOR	PHYIT	1.05246
METLZ	CHICK	1.27483
BOVIN	DAPPU	0.82717
DICPU	ORYSJ	1.30333
THEAC	MARHT	1.25013
CARRP	LEPMJ	1.17496
NATPD	LOALO	1.32955
CIOSA	ARATH	1.19610
METFK	TRIAD	1.16408
METS5	OCHPR	1.25397
SULNB	NOMLE	1.26385
GLOVI	TURTR	1.18528
METJA	NECHA	1.24169
IXOSC	SCHMA	0.88867
RUTMC	LATCH	1.12283
NITGG	BATDE	1.24114
COPPD	NEMVE	1.17701
BRAFL	NOSCE	1.08989
OSTLU	DAPPU	1.10445
PROMA	LODEL	1.16999
METJA	PLAF7	1.19428
IGNH4	LOALO	1.25351
METLZ	LACBI	1.27555
BORPD	CARRP	1.17645
MICMU	ENCCU	1.07710
GUITH	MONDO	1.07705
TURTR	MEDTR	1.11467
COXBR	SCLS1	1.22095
COPCI	ICTTR	1.15974
MARHT	PICST	1.16714
MUSPF	SARHA	0.25590
THEAC	TRIAD	1.35830
METBU	KORCO	1.10872
THEAC	TUPBE	1.27366
THEPD	SORBI	1.22643
DESAS	CYAME	1.03385
DICNV	NOSCE	1.34053
FELCA	MONDO	0.27950
METCA	TUBMM	1.12388
ANOCA	VERDA	1.13496
CARRP	LOTGI	1.25680
SYNP6	SYNAS	1.04503
ZYMMO	RUTMC	1.04138
NOSP7	SYNP6	0.58940
LEPMJ	ACYPI	1.26664
BORPD	COPPD	1.23522
NITGG	BRARP	1.20614
KORCO	MACEU	1.25836
NOMLE	PHYIT	1.07922
GLOVI	BRADI	1.07802
CROS5	PROMA	0.77390
ECOLI	USTMA	1.21649
NITGG	PENCH	1.28022
CALMQ	LEIMA	1.29231
RUTMC	ASHGO	1.11224
CONWI	CROS5	1.21010
PENCH	POPTR	1.30143
CHLT9	ACAM1	1.13096
TOXGO	SCLS1	1.10272
PROCA	SOLLC	1.11524
COXBR	HORSE	1.21596
SPIPN	ECHTE	0.96304
MUCCI	ARATH	1.12537
EHRCJ	EMIHU	1.14249
MARMM	ANOCA	1.21229
BDEBA	ERIEU	1.14972
THEEB	DIPOR	1.12680
GLOVI	BOMMO	1.25376
NATPD	SULMD	1.41919
PLAF7	RHIOR	1.04640
SYNAS	DICNV	1.06757
AGRFC	PRIPA	1.25405
NITEU	CHOHO	1.14335
RUTMC	SOLLC	1.04220
METFK	PROCA	1.16644
KORCO	SELML	1.23333
METJA	NASVI	1.28212
THEAC	GIBZA	1.42490
BATDE	POPTR	1.02461
NOSA0	DEIPM	1.09721
ANOCA	TRIAD	0.90114
AERPE	CRYPV	1.24642
BRARP	CIOIN	1.21235
LOALO	SELML	1.07676
MYOLU	RABIT	0.20017
SCHCO	CHICK	1.14570
NITSB	HELRO	1.28116
AGRFC	CAMC5	1.21064
NITEU	CANLF	1.16519
METCA	TRICA	1.18884
PYRNV	LODEL	1.23056
DICDI	YARLI	1.14536
COPPD	PTEVA	1.14063
HELRO	LOALO	0.90266
NITOC	LATCH	1.16362
METBU	CARRP	1.46625
SULNB	CIOIN	1.31524
ERIEU	ORYLA	0.47078
NEIG1	NITEU	0.70368
NITGG	HAEI1	1.27583
AMPQE	POPTR	1.08935
AILME	AMPQE	0.96844
PENCH	SOYBN	1.30534
METLZ	ASHGO	1.25374
BDEBA	ORYLA	1.17328
PRIPA	PHYIT	1.11390
CENSY	PHYBL	1.22101
SACS2	HELRO	1.32463
CHLRE	MYOLU	1.08139
CRYNJ	CIOSA	1.07339
ARCFU	CAUVC	1.28125
PYRNV	ORYSJ	1.22458
PIGXX	MANES	1.10885
DESAS	SCLS1	1.23833
OSTLU	ICTTR	1.04467
LATCH	AEDAE	0.86969
MONDO	MYOLU	0.27729
AERHH	ECHTE	1.15379
MICMU	TURTR	0.12967
GLOVI	RABIT	1.21856
DASNO	NECHA	1.18547
CENSY	MARM1	1.27588
COPCI	HELRO	1.11515
HALVD	CHLT9	1.30942
EMIHU	PHYIT	0.98252
BRARP	SORBI	0.58694
SARHA	SETIT	1.21739
ECOLI	NOSCE	1.36473
METLZ	POPTR	1.27383
LEIMA	PEDHC	1.19695
CHLRE	LODEL	1.12076
AEDAE	DEBHA	1.28786
ACAM1	PIGXX	1.25335
DESVV	GIBZA	1.21735
LEPOC	BRADI	1.17518
NITEU	BOMMO	1.20399
SPIPN	MACMU	0.98124
GADMO	PENCH	1.17043
CARRP	METCA	1.13256
THEKO	PHYPA	1.17209
MARHT	CAPTE	1.17044
ZYMMO	TUPBE	1.16878
PICTO	CROS5	1.33854
CONWI	NOSA0	1.16089
CHLT9	RUTMC	1.12903
TRIEI	CANAW	1.24098
SARHA	ASPFU	1.12656
CAEEL	NECHA	1.23940
SYNJA	NAEGR	1.20692
METBF	MOUSE	1.25737
TRIEI	MUCCI	1.19508
NOSA0	LOALO	1.24254
BDEBA	CRYPV	1.24363
PHYBL	SOLLC	1.15574
SYNAS	TETNG	1.21202
PYRNV	NOSCE	1.33334
LOTGI	ASHGO	1.07357
RUTMC	CIOIN	1.16252
GORGO	PIGXX	0.13970
IGNH4	TRIAD	1.27784
HAEI1	PICST	1.14018
SPIPN	CRYPA	0.93775
CAPTE	MACMU	0.80623
HELRO	MAIZE	1.06890
AGRFC	AEDAE	1.24392
AERHH	LOALO	1.24864
THEPD	MACMU	1.23970
SPIPN	TAEGU	1.00175
MARMM	TREME	1.14211
THEKO	TRICA	1.24151
METTH	NEIG1	1.23377
BATDE	MUSPF	0.98124
TRYB2	BRADI	1.20601
CAUVC	RATNO	1.19452
METJA	CAVPO	1.26203
TUBMM	KLULA	0.91141
SCHCO	NEUCR	0.90738
DEIPM	CAPTE	1.20297
PHACH	CULQU	1.15654
SORC5	RABIT	1.26899
NOSP7	MEDTR	1.11531
YEAST	SETIT	1.21201
METLZ	CRYPA	1.36775
CONWI	MEDTR	1.27662
BOVIN	XENTR	0.42552
CONWI	COPPD	1.20816
NATPD	EHRCJ	1.28729
TOXGO	COPCI	1.11130
KORCO	BRAFL	1.28243
SULNB	CANAW	1.18866
NITEU	MOUSE	1.17532
DESAS	CULQU	1.23411
PIGXX	KLULA	1.09417
BRARP	DESAS	1.05752
CENSY	SORAR	1.26315
NEIG1	TRICA	1.16980
DESAS	NOMLE	1.22148
THEPD	DICNV	1.39080
HUMAN	MANES	1.12618
THEKO	PIGXX	1.24256
NEIG1	HELRO	1.19509
METKA	SYNP6	1.19974
CHOHO	OCHPR	0.19395
NOSA0	RATNO	1.16114
DEIPM	GEOSL	1.04688
MONDO	NEMVE	0.79620
MARHT	OCHPR	1.11705
METFK	LACBI	1.12685
NITGG	CAPO3	1.22649
THEEB	ICTTR	1.13518
CAPTE	NECHA	1.22843
CRYNJ	CHICK	1.06678
TOXGO	ASPFU	1.07144
CONWI	AERHH	1.22932
COPCI	PANTR	1.10550
LOTGI	PRIPA	0.92454
METJA	SYNJA	1.22624
THEPD	TRYB2	1.24858
CIOSA	HUMAN	0.76162
DICNV	PUCGT	1.16765
SORAR	PRUPE	1.10441
THEEB	MAGGR	1.11956
TOXGO	PELSI	1.05047
MUSPF	PHYIT	1.08211
NEUCR	SOLLC	1.18889
METLZ	SPIPN	1.29808
ACAM1	RATNO	1.25009
AGRFC	PEDHC	1.22882
PROCA	TRICA	0.82837
PYRHO	BRAFL	1.28936
NITMS	LODEL	1.24265
IGNH4	TAKRU	1.24204
USTMA	RHIOR	0.78614
HORSE	ORYSJ	1.19878
NITOC	CRYPA	1.10738
ARCFU	ATETH	1.24840
TRIV2	CANAW	1.22080
BDEBA	CYAME	1.09329
PYRHO	CYAME	1.20076
METLZ	NITMS	1.14479
METLZ	CANAW	1.28364
MARHT	FELCA	1.15599
GEOSL	RATNO	1.17545
BORPD	SOYBN	1.20033
DESAS	DICPU	1.20520
COXBR	KLULA	1.20430
PROMA	ANOCA	1.20774
POSPM	STRPU	1.30076
CAEEL	CRYPA	1.19334
AZOPC	RUTMC	1.09571
THEEB	BDEBA	1.12727
NITMS	TOXGO	1.19807
MACEU	LODEL	1.03043
NITMS	DECAR	1.28413
PELSI	KLULA	1.10867
NITSB	ECHTE	1.17580
MARMM	DESAS	1.18655
LOALO	MONBE	1.02708
TRYB2	ANOGA	1.20886
GLOVI	DEBHA	1.23713
METLZ	GASAC	1.30565
CHLT9	PHACH	1.16065
STRPU	MAGGR	1.19103
POSPM	SCHMA	1.09807
SULMD	DICPU	1.11974
CAVPO	ERIEU	0.18940
PSEP1	ASPFU	1.24703
NATPD	DESAS	1.24546
SULNB	AILME	1.25729
METKA	AILME	1.19727
CANLF	MYOLU	0.14137
CHLT9	NOSP7	1.14393
AEDAE	CHICK	0.86830
PHYBL	CYAME	0.95069
HORSE	NEUCR	1.10225
PICTO	PRUPE	1.25694
DICPU	PONAB	1.14456
ARCFU	SOYBN	1.24442
THEAC	NITOC	1.31420
SYNP6	COPCI	1.10640
NITSB	AEDAE	1.25461
APIME	PELSI	0.83579
CONWI	SOLLC	1.28790
BRAFL	ARATH	1.33007
DROME	ORYLA	0.86368
TETNG	MUCCI	1.01973
NOSP7	CULQU	1.30939
SYNAS	CLOTE	1.13330
DEIPM	MOUSE	1.18122
BATDE	ORYSJ	1.03954
CARRP	COCLU	1.20379
CONWI	PHACH	1.24946
NANEQ	HETAN	1.22301
CHOHO	GASAC	0.45332
ASPFU	VERDA	0.69578
LACBI	DASNO	1.05605
SCHCO	GADMO	1.08366
DANRE	DROME	0.81555
BRARP	CARRP	1.11894
LEPMJ	MYCMG	1.25349
MONDO	RATNO	0.37944
CARRP	HELRO	1.18175
MACMU	ENCCU	1.09699
METKA	ORNAN	1.23508
METCA	PEDHC	1.21537
GADMO	MACEU	0.44201
HALVD	LOALO	1.31933
TRYB2	GIAIC	1.22969
CAMC5	XENTR	1.26667
METCA	MACMU	1.13362
TAEGU	TARSY	0.27460
MARM1	POPTR	1.21170
BDEBA	RUTMC	1.11978
GASAC	MICMU	0.46629
EMIHU	CIOSA	1.02841
ARCFU	NOSP7	1.22924
CRYNJ	NASVI	1.21128
MARHT	BDEBA	1.10883
CAVPO	MUCCI	1.02827
BATDE	HORSE	0.98699
COPPD	DICNV	1.15430
ACAM1	RABIT	1.25552
THEAC	PENCH	1.43437
THEPD	GIBZA	1.28981
NITMS	RUTMC	1.24414
MARHT	DIPOR	1.12858
KORCO	CAPTE	1.29044
NOSA0	LACBI	1.14393
NITMS	SYNJA	1.22652
HALVD	NITSB	1.26679
NOSP7	TURTR	1.26921
METBF	NEIG1	1.26273
MUCCI	MAGGR	0.88183
METFK	LEPOC	1.17644
MARMM	IXOSC	1.14298
HALVD	NOSCE	1.38376
METS5	CAPO3	1.26009
TAKRU	PICST	1.12352
CHOHO	SOYBN	1.02602
HELRO	MOUSE	0.82064
MICAN	AILME	1.20615
ORYLA	KLULA	1.11084
NEMVE	PONAB	0.77514
METJA	MEDTR	1.18433
PYRNV	SYNP6	1.24266
CRYPV	LATCH	1.07350
GORGO	LOXAF	0.14613
BOVIN	TUBMM	1.05365
SACS2	ATETH	1.36996
SULNB	GADMO	1.25166
MICAN	USTMA	1.14491
TRIV2	LACBI	1.18144
METLZ	MYCMG	1.36774
DIPOR	RATNO	0.16743
CLAM3	MICMU	1.23062
SULNB	MUCCI	1.20287
NASVI	YARLI	1.21379
NANEQ	EMIHU	1.25462
NITSB	PHYBL	1.12403
CLAM3	CULQU	1.30194
METKA	CANLF	1.13301
CAEEL	TAEGU	0.98146
DICNV	GASAC	1.21256
CIOSA	GIBZA	1.17214
EHRCJ	OCHPR	1.14075
PYRNV	LOALO	1.24739
GEOSL	BOMMO	1.19180
TRIEI	BRAFL	1.32355
PYRNV	HETAN	1.21734
MARMM	PICST	1.16271
HETAN	NOSCE	1.08232
ATETH	GUITH	0.94727
SACS2	ORNAN	1.30870
THEAC	SPIPN	1.28188
APIME	ASPFU	1.23627
GLOVI	YEAST	1.16213
BORPD	LOTGI	1.29896
DESVV	IXOSC	1.18448
COXBR	PLAF7	1.12195
MONBE	NEUCR	1.05440
HUMAN	SCLS1	1.08842
DECAR	TRICA	1.22106
METCA	HORSE	1.16224
GUITH	PICST	1.08602
GIAIC	CULQU	1.21736
CROS5	COCLU	1.22587
NOMLE	TUPBE	0.12424
TARSY	RHIOR	0.94740
OSTLU	PHYBL	1.02658
NOMLE	PICST	1.11209
ORYLA	TAKRU	0.25168
BOMMO	CAEEL	1.00346
METCA	TETNG	1.16060
PONAB	ARATH	1.13344
SACS2	MACMU	1.28291
LACBI	CAPO3	1.00060
AERHH	PIGXX	1.22579
POSPM	IXOSC	1.21254
PYRHO	DEBHA	1.26520
MARMM	DEIPM	1.08049
SPIPN	PHYBL	0.79752
CHLT9	SYNAS	1.13764
CAPTE	DIPOR	0.79844
DECAR	HUMAN	1.18411
ORYLA	MAIZE	1.11478
XENTR	KLULA	1.10119
ECOLI	HAEI1	0.54506
METLZ	SULMD	1.31303
LEIMA	PRUPE	1.16513
EMIHU	RABIT	1.03494
APIME	NOSCE	1.13526
CAUVC	PHYIT	1.16309
DESAS	PELSI	1.24393
PYRNV	CAPO3	1.20677
METFK	CAVPO	1.19090
METTH	CIOIN	1.25754
ZYMMO	PHYBL	1.14254
ERIEU	SOLLC	1.07551
EHRCJ	ICTTR	1.16484
CAEEL	PTEVA	0.97461
IGNH4	PRUPE	1.18477
PYRHO	TREME	1.27652
HALVD	NAEGR	1.28961
DASNO	PELSI	0.35289
DEIPM	LACBI	1.17617
BOVIN	KLULA	1.09098
NATPD	CIOIN	1.35247
ERIEU	HORSE	0.14794
SPIPN	ENCCU	1.05624
DEBHA	MYCMG	1.25825
ATETH	GORGO	1.19122
BORPD	DESAS	1.18343
MYOLU	YARLI	1.07086
PANTR	TURTR	0.12108
MICAN	HETAN	1.16592
DESAS	MONDO	1.22126
DICDI	CULQU	1.19962
NOSP7	DROME	1.27371
HALVD	TRIEI	1.24217
DASNO	TAKRU	0.49424
BOMMO	MYCMG	1.31715
PICTO	DEBHA	1.37173
PICTO	NOSA0	1.35374
MARM1	POSPM	1.30134
MUCCI	VERDA	0.89154
NITGG	GIAIC	1.23745
BOVIN	SCHPO	1.04496
THEEB	PONAB	1.14354
TRYB2	XENTR	1.21427
LACBI	SPIPN	0.88413
DEIPM	SCHCO	1.15664
DASNO	PTEVA	0.15860
METBF	CHLRE	1.21235
LEPMJ	NOSCE	1.06220
METCA	PHYBL	1.07514
METFK	NECHA	1.17145
METJA	TRIAD	1.27283
SULNB	MICMU	1.22104
METFK	OCHPR	1.15130
BATDE	OTOGA	0.97782
PYRHO	TAEGU	1.28088
NITSB	MYCMG	1.18305
HUMAN	IXOSC	0.79292
GEOSL	SULNB	1.04452
TETNG	MANES	1.14070
KORCO	ATETH	1.36186
DESAS	TAKRU	1.22386
NATPD	SCHCO	1.26453
AGRFC	OTOGA	1.21389
SYNP6	OSTLU	0.96385
CAPO3	AMPQE	0.97243
ANOCA	CIOSA	0.76185
COCLU	VERDA	0.70446
APIME	PANTR	0.82391
AZOPC	BRARP	1.07123
THEAC	METFK	1.35049
LOALO	TURTR	0.92563
PROMA	HETAN	1.13626
ORYLA	PRUPE	1.19272
DESVV	AERHH	1.07107
SORC5	CAMC5	1.11480
CENSY	APIME	1.28832
MICAN	RABIT	1.19827
HALVD	TUBMM	1.26163
SACS2	METCA	1.34069
METTH	GORGO	1.21505
LEPMJ	LODEL	0.92779
TRIV2	ATETH	0.55302
CHLP6	TRIAD	1.18841
MICAN	ACYPI	1.28393
METBU	GUITH	1.21269
HAEI1	GIAIC	1.24361
CONWI	DAPPU	1.26991
OTOGA	PRIPA	0.97015
PELSI	YEAST	1.10478
METJA	GLOVI	1.26654
KORCO	ORNAN	1.28422
CALJA	LEPOC	0.44289
HETAN	TRIAD	1.11487
CARRP	CRYPA	1.23461
PYRHO	NITSB	1.27742
BRARP	ANOCA	1.24042
MICAN	MACMU	1.21277
METTH	LEPMJ	1.20379
SCHCO	MACEU	1.06663
NEIG1	OCHPR	1.12609
AEDAE	CULQU	0.30768
METBF	BORPD	1.30799
OSTLU	BRAFL	1.04487
TOXGO	CAVPO	1.06213
DEIPM	BATDE	1.15796
NAEGR	LOTGI	1.07578
SORAR	ENCCU	1.07755
METCA	MANES	1.07030
CHOHO	PENCH	1.06454
ANOGA	CHICK	0.87510
IGNH4	SCHPO	1.20753
LOXAF	SOYBN	1.12596
CANLF	ARATH	1.13480
METLZ	HORSE	1.27406
KORCO	BRARP	1.22484
CHOHO	FELCA	0.13001
THEPD	MARM1	1.35027
CROS5	NOSA0	0.52316
CHLT9	ENCCU	1.30482
CONWI	MOUSE	1.26222
DANRE	BRADI	1.18998
SORBI	SCHPO	1.11108
DIPOR	MYCMG	1.26613
PRUPE	MYCMG	1.17046
DECAR	USTMA	1.15124
SULMD	SPIPN	1.10605
CHOHO	ASPFU	1.04912
TREME	SORBI	1.13392
COXBR	MACMU	1.15265
PICTO	EHRCJ	1.31066
PYRHO	DANRE	1.30427
USTMA	MUSPF	1.05052
ORYLA	NOSCE	1.12807
ATETH	MACEU	1.16358
